ClauseLikeUnit(CLU)-value,Duration,Question,Eye&Brow-value,Head-value,MouthGestF-value,MouthGestF-question,Mouthing-value,Mouthing-question,Q-manual-value,Q-nonmanual-value,Q-position-value,Q-semantic-value,Q-social action-value,CLUcomposite-value,CLUwithinCLU-value,CLUcomplex-value,CA-value,RH-IDgloss-value,LH-IDgloss-value,LitTransl-value,FreeTransl-value,Comments-value
LN03F47WDC_CLU#131,2225,Continuing-NR,null,"Nod1 , Null , Nod1",NA,NA,"can, allow, rubber, glove",NA,Absent,Present,NA,Polar,outloud,Single?,NA,NA,CD:SIGNER,"PT:PRO1SG, CAN, ALLOW, PT:PRO1SG, ?PLASTIC02, GLOVES, G:CA:HANDLE-TUBE/DSH(SMALL_CLOSED)-MOVE","PT:PRO1SG, CAN, ALLOW, ?PLASTIC02, GLOVES, G:CA:HANDLE-TUBE/DSH(SMALL_CLOSED)-MOVE","(me ask) ""me can allow me use plastic gloves handle-tube?""",At first I had asked if I could use rubber gloves to work with.,"GH: Unsure if Single or Embed (with final CA element as contained), SG: I've added in CAD because this section involves both dialogue and handling GH: In these cases CD covers both"
LN03F47WDC_CLU#143,850,Continuing?,null,Null,NA,NA,"find, what",Single,Single,Present,post-predicate (non-reprise & clause-final),Content,rhetorical,Embed,pre-container,NA,NA,"PT:PRO1SG, CAN-NOT, PT:PRO1SG, WHAT",,(so) me found me what,They explained me to avoid touching that area but I had used a pair of see through plastic gloves without people watching as we didn't want to upset her.,"EM: i'm not sure about this Q. I've watching it many times, but I'm not convinced it's a question, maybe we can check it again together. GH: Yeah I think these are complement-like uses of WH signs such as WHAT, e.g. ""what I found was xxx"""
LN03F47WDC_CLU#155,1715,Continuing,up,Null,NA,NA,have to hold,NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,CA:SIGNER,"INDECIPHERABLE, MUST, PT:PRO1SG, DSS(SMALL_CLOSED)","INDECIPHERABLE, MUST, G:CA:HOLD-OBJECT/DSH(FIST)-MOVE, DSS(SMALL_CLOSED)",(you) have-to hold-bag-with-tube-hanging-down-from-above,"Once I was standing there, you had to hold the bottle of feed from high above as it went through the tube.",
BM08M18AHC_CLU#001,720,Initiating-NR,down,Forward,NA,NA,who,Single,Single,Present,pre-predicate,Content,OIR-restricted,Single,NA,NA,NA,"WHO, TEXT-TO",TEXT-TO,who (you) texting who?,Who were you texting?,AS 2 CLUs?
BM08M18AHC_CLU#001,590,Continuing,down,Null,NA,NA,who,Single,Single,Present,pre-predicate,Content,OIR-restricted,Single,NA,NA,NA,"WHO, TEXT-TO",TEXT-TO,who (you) texting who?,Who were you texting?,"AS 2 CLUs?, JF: looks unmodified but now congruent because of preceding verb"
BM08M18AHC_CLU#003,1040,Initiating,up,Null,NA,NA,"free, in, what",Single,Single,Present,post-predicate (non-reprise & clause-final),Alternative,OIR-restricted,Single,NA,NA,NA,"G:FUCK-OFF, GO-IN, WHAT, G:WELL","G:FUCK-OFF, GO-IN",(you) free go-in (or) what?,Going for free or what?,
BM08M18AHC_CLU#004,480,Initiating,down,Null,NA,NA,why,Single,Single,Present,other,Content,OIR-restricted,Single,NA,NA,NA,WHY,,why?,Why?,
BM08M18AHC_CLU#009,1320,Initiating,down,Up,NA,NA,"who, late, who",Multiple,Multiple,Present,reprise (clause-final),Content,OIR-restricted,Single,NA,NA,NA,"ARRIVE, LATE, WHO","WHO, ARRIVE, LATE",who arrive late who?,Who arrived late?,
BM08M18AHC_CLU#013,2000,Initiating,squint,Nod,PUFFED-CHEEKS,NO,"famous, shop",NA,Absent,Present,NA,Polar,OIR-restricted,Single,NA,NA,NA,"PT:DET, FAMOUS, SHOP, DSS(5), DSS(5)","FAMOUS, SHOP, DSS(5), DSS(5)",there famous shops many-lined-up-along there?,It's famous for having loads of shops.,
BM08M18AHC_CLU#018,2330,Initiating,up,Up,SYLL:OH,NO,"Doncast(er), College",NA,Absent,Present,NA,Polar,OIR-restricted,Single,NA,NA,NA,,"YES, DONCASTER, COLLEGE, PT:PRO3SG",(oh) yeah (he from) Doncaster College him?,"Oh, yeah., From Doncaster College, right?",
BM08M18AHC_CLU#026,2440,Initiating,squint,Null,NA,NA,party,NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"PT:DET, PARTY02, PT:PRO2SG, INDECIPHERABLE, GO02, PARTY02, SOME","PARTY02, GO02, PARTY02, SOME",you party? you go party (or) something?,You went to a party or something.,
BM08M18AHC_CLU#027,840,Initiating,squint,Null,NA,NA,movie,NA,Absent,Present,NA,Polar,OIR-restricted,Single,NA,NA,NA,"FILM, PT:DET",FILM,(what) film you --? (oh no you didn't see a film),You went to see a film?,
BM08M18AHC_CLU#029,2080,Initiating,squint,Forward,NA,NA,"what, prefer, what, prefer",Multiple,Multiple,Present,reprise (non-clause-final),Content,request information,Single,NA,NA,NA,"WHAT, PREFER, WHAT, PREFER, PT:PRO2SG",,what favourite (you) what favourite you?,Which one's your favourite?,
BM08M18AHC_CLU#052,2910,Continuing,"null, squint",Null,NA,NA,"comfortable, with, oppo(site)",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"PT:PRO1SG, MEET(FALSE-START), COMFORTABLE, NEAR, PT:PRO2SG, INDECIPHERABLE, NEXT-TO, OPPOSITE","MEET(FALSE-START), COMFORTABLE, NEAR, NEXT-TO, OPPOSITE","me-- comfortable (seats here) near here next-to opposite (those seats there, know what I mean)?",I was on the comfortable seats opposite - you know those?,
BM08M18AHC_CLU#086,830,Continuing,null,Down,NA,NA,"do, do-prog",NA,Absent,Present,NA,Content,request information,Single,NA,NA,CA:SIGNER,"G:CA:DELIBERATE, PT:PRO1SG, DO",DO,(me) wondering me do-do-what?,I wondered what to do.,
BM08M18AHC_CLU#087,1030,Continuing,null,Sideward,NA,NA,out,NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,CA:SIGNER,"PT:PRO1SG, GO02, G:CA:DELIBERATE",PT:PRO1SG,me go-out (me) wondering (thinking to myself),Should I go out?,
BL30M65WDC_CLU#003,1668,Continuing,null,"Nod1, Null",NA,NA,"her, cousin",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"PT:POSS3SG, COUSIN, PT:LOC/PRO",,her cousin them-there (you know)?,It's her first cousin who invited us to their wedding.,"AS Not sure about this clause analysis, as CLU3 and 4 could be 1 CLU"
BL30M65WDC_CLU#057,761,Continuing,down,Nod,NA,NA,"know, bonfires",NA,Absent,Present,NA,Polar,outloud,Single,NA,NA,CD:VILLAGERS,"KNOW, MARRY, PT:PRO3SG/PT:LOC",MARRY,"(they said to others) ""(you) know bonfires there?""",The news of the marriage spread like fire among the villages.,
BL30M65WDC_CLU#066,6301,Continuing,"null, squint, null","Nod, Null , Nod , Null , Nod",NA,NA,"because, father, own, land, big, land",NA,Absent,Present,NA,Polar,request confirmation,EmbedDepend,contained,dependent,NA,"BECAUSE, PT:POSS3SG, PT:PRO3SG, PT:POSS3SG, FATHER, OWN/PT:POSS3SG, FS:LAND(LA), AREA, BIG, FS:LAND","BECAUSE, FATHER, FS:LAND(LA), BIG, FS:LAND",because she her father he-own/his-own land around-there lots-of-land,It's because my wife's father owns a quite big land there.,~MH: interpreted as his land (owns land)
BL30M65WDC_CLU#096,2126,Continuing,"up, down",HS,PRESSED-LIPS,YES,why,Single,Single,Present,pre-predicate,Other,rhetorical,Single,NA,NA,NA,"WHY, PT:PRO1SG, G:WELL",,why? me don't-know/no-idea,They were staring at us really hard and we were clueless as to why.,GH: internal question-response frame
BL30M65WDC_CLU#106,1346,Continuing,up,Backward,NA,NA,"what, that, room",Single,Single,Present,pre-predicate,Other,rhetorical,Embed,pre-container,NA,NA,"WHAT, PT:DET, ROOM",ROOM,what that room?,We both followed his direction into this room but to our surprise it was a children's room and there we walked out of the pub!,GH: internal question-response frame
BL30M65WDC_CLU#120,3618,Continuing,"null, down","Null, Nod1, Nod1",NA,NA,"bit, far, main, main",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"LITTLE, PT:LOC, FS:M-MAIN, STREET","PT:LOC, FS:M-MAIN, STREET",(that place is a) bit further-down main road (you know)?,Quite a distance further on and on the main road.,
BL22M43WHC_CLU#002,5070,Continuing,"squint, up","Up, Down",NA,NA,"right, start, acting, nineteen eighty two, acting, start",NA,Absent,Present,NA,Polar,request confirmation,Single?,NA,NA,NA,"G:RIGHT, START, ACT02, WHEN, NINETEEN^EIGHT03^TWO, ACT02, START","G:RIGHT, START, ACT02, NINETEEN^EIGHT03^TWO, ACT02, START",alright (me) start acting when/umm nineteen-eight-two (me) acting start,I started acting back in 1982.,AG - this upward head movement seems to relate to the signer thinking of his response rather than having a syntactic or prosodic function
BL22M43WHC_CLU#003,2680,Continuing,"null, down","Up, Sideward",NA,NA,"work, Interim, Theatre, Company",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"PT:PRO1SG, WORK, FS:INTERIM, THEATRE, COMPANY","WORK, FS:INTERIM, THEATRE, COMPANY",me work Interim Theatre Company (you know)?,I started working as an actor with the Interim Theatre Company.,
BL22M43WHC_CLU#004,3330,Continuing,"null, down","Sideward, Null, Nod1",NA,NA,"Interim, Theatre, Company, remember",NA,Single,Present,post-predicate (non-reprise & clause-final),Polar,request confirmation,Single,NA,NA,NA,"FS:INTERIM, THEATRE, COMPANY, REMEMBER, PT:PRO2SG","FS:INTERIM, THEATRE, COMPANY, FBUOY","Interim Theatre Company, you remember?",Do you remember the Interim Theatre Company?,"AS:Not sure whether which bits should be A1 here. Of course, ordinarily, I'd say the whole NP but this annotation doesn't work this way."
BL22M43WHC_CLU#005,930,Continuing,down,HS,NA,NA,before heard,NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"BEFORE02, PT:PRO3SG",FBUOY,(you before) heard (of) them (no)?,Haven't you heard of it?,AS: wrong IDgloss
BL22M43WHC_CLU#013,3530,Continuing,"null, up, null","Nod, Nod1, Null",NA,NA,"company, before, British, Theatre, Deaf",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"PT:DET, COMPANY, PT:DET, BEFORE, BRITAIN, DEAF(FALSE-START), BRITAIN(FALSE-START), THEATRE, DEAF","COMPANY, BEFORE, BRITAIN, BRITAIN(FALSE-START), THEATRE",that company them before (named) British De-- British Theatre (for) Deaf (you know)?,The company was originally the British Theatre for the Deaf.,
BL22M43WHC_CLU#014,1700,Continuing,null,"Null, Nod, Null",NA,NA,"RAD, before",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"FS:RAD, PAST, PT:PRO3SG","FS:RAD, PT:POSS3SG",RAD (it was) theirs before (you know)?,It was under the RNID.,SG: IS for RAD overlaps here - seems there are two types of IS (PT:PRO3 and PT:POSS3)
BL22M43WHC_CLU#015,5179,Continuing,"up, null",Forward,NA,NA,"know, the story",NA,Single,Present,post-predicate (non-reprise & clause-final),Polar,request confirmation,Single,NA,NA,NA,"KNOW, EXPLAIN, PT:PRO2SG",PT:POSS3SG,(you) know their story you?,Do you know the story?,SG: IS for RAD overlaps here - seems there are two types of IS (PT:PRO3 and PT:POSS3)
BL22M43WHC_CLU#019,7130,Continuing,"up, squint","Nod1, Null, Nod",NA,NA,"two, person, Chris, Horrowell, Chris, Horrowell",NA,Single,Present,post-predicate (non-reprise & clause-final),Polar,request confirmation,Single,NA,NA,NA,"TWO, PERSON, PT:DET, SN:CHRIS(FS:CHRIS)(FALSE-START), G:ERM, SN:CHRIS(FS:C-CHRIS), SN:HORROWELL(FS:H-HORROWELL), FS:CHRIS, FS:HORROWELL , PT:","G:ERM, SN:HORROWELL(FS:H-HORROWELL), FS:CHRIS, FS:HORROWELL","(there were) two persons one-of-them erm Chris Horowell, Chris Horowell","It was lead by two people, one One of them was Chris Horrowell.",
BL22M43WHC_CLU#020,2140,Continuing,"null, squint","Nod1, Null",NA,NA,"you, know, Susan, Daniels",NA,Multiple,Present,reprise (clause-final),Polar,request confirmation,Single,NA,NA,NA,"PT:PRO2SG, KNOW, PT:PRO2SG, G:ERM, SN:SUSAN(FS:S-SUSAN), SN:DANIELS(FS:D-DANIELS), PT:PRO2SG","G:ERM, SN:SUSAN(FS:S-SUSAN), SN:DANIELS(FS:D-DANIELS)",you know you erm Susan Daniels?,Do you know Susan Daniels the Chief Executive of the National Deaf Children's Society?,
BL22M43WHC_CLU#021,2790,Continuing,null,"Null, Nod",NA,NA,"Children, Deaf, Children's, Society",NA,Single,Present,post-predicate (non-reprise & clause-final),Polar,request confirmation,Single,NA,NA,NA,"CONTROL, CHILD, NATIONAL, DEAF, CHILD, FS:S-SOCIETY, PT:PRO2SG","CONTROL, FS:S-SOCIETY",(she) chair/executive-director/runs Chil-- National Deaf Children's Society you-know?,Do you know Susan Daniels the Chief Executive of the National Deaf Children's Society?,
BL22M43WHC_CLU#023,600,Continuing,down,HS,PRESSED-LIPS,YES,NA,NA,Single,Present,NA,Polar,request confirmation,Fragment,NA,NA,NA,G:WELL,G:WELL,well (no I don't think you know him/her)?,"Chris is her partner, you don't know him?","GH: TJ checked negation, probably just fragment/response"
BL22M43WHC_CLU#024,570,Continuing,up,Forward,PRESSED-LIPS,YES,NA,NA,Single,Present,NA,Polar,request confirmation,Fragment,NA,NA,NA,"PT:PRO3SG, G:WELL",G:WELL,you (know her)?,Does that ring any bells?,
BL22M43WHC_CLU#033,2920,Continuing,"null, squint",Null,NA,NA,"after, UNSURE, Pat, Keysell",NA,Absent,Present,NA,Polar,request confirmation,Depend,NA,dependent,NA,"NEXT, CLOSED, FS:PAT, FS:KEYSELL","NEXT, CLOSED, FS:PAT, FS:KEYSELL",after (company) close-down (the one by) Pat Keysell,"They both set up the company after the downfall of the other company led by Pat Keysell, the famous mime artist.","GH: mouthing reduced ""bankrupt""?"
BL22M43WHC_CLU#034,2040,Continuing,squint,"Nod1, Null, Nod",NA,NA,"know, famous, mime, actress",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"FAMOUS, GESTURE, ACT02","KNOW, FAMOUS, GESTURE, ACT02",(you) know famous mime actress?,"They both set up the company after the downfall of the other company led by Pat Keysell, the famous mime artist.",SG: showing action of miming but not actually depiciting anything
BL22M43WHC_CLU#046,1190,Continuing,up,"Nod, HS",NA,NA,"bu(t), use, room, where",Single,Single,Present,post-predicate (non-reprise & clause-final),Other,rhetorical,Embed,pre-container,NA,NA,"BUT, PREFER, ROOM, WHERE","ROOM, WHERE",but (they Pat Keysell's company) use room where?,They had used the room behind the old RNID building.,
BL22M43WHC_CLU#048,1810,Continuing,"up+squint, null","HS, Null",NA,NA,"Magic, Circle",NA,Absent,Present,NA,Polar,request confirmation,Single?,NA,NA,NA,"WHY, G:ERM, MAGIC, ROTATE, PT:DET","G:ERM, MAGIC, ROTATE",because erm Magic Circle there,It was also the base where the Magic Circle was situated.,"GH: ""because"" here more like DM?"
BL22M43WHC_CLU#049,1010,Continuing,up,Nod,SYLL:CH,NO,NA,NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"KNOW, PT:PRO3SG",,(you) know that-one-there?,It was also the base where the Magic Circle was situated.,
BL22M43WHC_CLU#053,3760,Continuing,"up+wide, null","Nod1, Null",NA,NA,"called, Interim, Theatre, Company",NA,Absent,Present,NA,Polar,request confirmation,Embed?,post-container,NA,NA,"NAME, FS:INTERIM, THEATRE, COMPANY","FS:INTERIM, THEATRE, COMPANY",called Interim Theatre Company (you know)?,It was called the Interim Theatre company.,
BL22M43WHC_CLU#066,1590,Continuing,down,Nod,NA,NA,"have, summer, school, training",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"HAVE, HOT02, SCHOOL, PRACTISE",PRACTISE,(they) have summer school training (you know)?,In 1982 I applied for the summer school.,
BL22M43WHC_CLU#083,1140,Continuing,"up, null","Null, HS",NA,NA,"my, role, what",Single,Single,Present,post-predicate (non-reprise & clause-final),Other,rhetorical,Embed,pre-container,NA,NA,"PT:PRO1SG, PERSONAL, WHAT",,my role what? (my role it was like this),My role involved a lot of organising and raising funds.,SG: not sure if this counts as anything but he seems to change his body poistion as to make a define 'placement' of his role which could refer to him being in character?
BM14F36WHC_CLU#025,3539,Continuing,squint,Null,NA,NA,"find, beach, what, Sand, Bank",Single,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,CA:SIGNER,"PT:PRO1SG, G:WELL, SEARCH, BEACH, WHERE, FS:S-SAND, BANK","SEARCH, BEACH, WHERE, FS:S-SAND, BANK",so me exploring beach where Sandbank (you know?),"I didn't say anything, though, because I was exploring Sandbanks beach.",
BM14F36WHC_CLU#029,2230,Continuing,"up, squint","Backward, Forward",NA,NA,"Miles, bump, Barry Tibb",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"SN:MILES(FS:M-MILES), MEET, SN:BARRY-INDECIPHERABLE(FS:B-BARRY^FS:T-INDECIPHERABLE)","SN:MILES(FS:M-MILES), MEET, SN:BARRY-INDECIPHERABLE(FS:B-BARRY^FS:T-INDECIPHERABLE), PT:PRO2SG",Miles bump-into Barry-Tibb you-know?,"Oh, because when we first arrived, Michael bumped into Barry Tibb.",SS: think name is Michael
BM14F36WHC_CLU#030,3950,Continuing,neutral,Nod,NA,NA,"Barry, Tibb, and, his, girlfriend, Joanne",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"FS:BARRY, SN:INDECIPHERABLE(FS:T-INDECIPHERABLE), NEXT, PT:POSS3SG, GIRL, SN:JOANNE(FS:J-JOANNE)","FS:BARRY, SN:INDECIPHERABLE(FS:T-INDECIPHERABLE), FBUOY, SN:JOANNE(FS:J-JOANNE)",Barry Tibb and his girlfriend Joanne (you know)?,You know Barry Tibb and his girlfriend Joanne?,MH: Put SCas other because not married yet
BM14F36WHC_CLU#055,670,Continuing,down,Sideward,NA,NA,"daughter, name",NA,Absent,Present,NA,Content,request information,Single,NA,NA,NA,"DAUGHTER, NAME",DAUGHTER,(what's her) daughter's name? (oh) Michelle,What's her daughter's name?,
BM14F36WHC_CLU#084,2710,Continuing,squint,Sideward,NA,NA,"heard, Sand, Bank, Bank-prog",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"HEAR, BANK(FALSE-START), FS:SAND, BANK","FBUOY, FS:SAND, BANK, PT:PRO2SG",(you) heard (of) Sandbank you?,"It was finally sunny so we went to Sandbank, have you heard of it?",
BM14F36WHC_CLU#102,600,Continuing,up,Forward,NA,NA,NA,NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,CD:JULIE-LEACH,"G:HEY, GOOD",DSEW(1-VERT)-MOVE:HUMAN,"(she say) ""hey you-alright?!""",She came back again and greeted me enthusiastically!,
BM14F36WHC_CLU#104,980,Continuing,up,Backward,SYLL:OH,NO,hello,NA,Absent,Present,NA,Polar,request confirmation,Embed,contained,NA,CD:SIGNER,"WAVE-HAND, GOOD","WAVE-HAND, GOOD",oh-hello how-are-you?!,"I said, ""Oh hello, how are you?""",
BM14F36WHC_CLU#107,4590,Continuing,"null, up","Null, Nod1",NA,NA,"one, that side, have, own, jetski, water, jetski",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"ONE, PT:PRO3SG, G:ERM, HAVE, OWN, MOTORBIKE, WATER, MOTORBIKE","LEFT, G:ERM, HAVE, MOTORBIKE, FBUOY, MOTORBIKE","one that-side they have own jet-ski, water jet-ski (you know)?",He was on the far side because he has his own jet ski.,
LN11F57WDC_CLU#014,2155,Continuing,up,Forward,NA,NA,you,NA,Single,Present,other,Content,request information,Single,NA,NA,NA,PT:PRO2SG,,(did) you?,What about you?,
LN11F57WDC_CLU#015,985,Continuing,down,Nod1,NA,NA,"ah, before",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"SHOULDN'T, PAST",,ahh...before (you have a car)?,"Oh, didn't you have one before?",
"LN11F57WDC_CLU#030, LN11F57WDC_CLU#031",3790,Continuing,up,Null,NA,NA,"and, baby, beat up, b(aby)",NA,Single,Present,pre-predicate,Other,rhetorical,Embed?,"pre-container, contained",NA,NA,"PT:, NOW, PT:LOC, WHAT, BABY, BEAT-UP, BABY","NOW, BABY, BEAT-UP, BABY","you-know (and) now out-there what?, baby (been) beaten-up (a) baby!",And there's the news of a baby being beaten up.,"GH: annotated as Embed because it is projecting/expanding?, JF: right arguments labelled?, SS: it not clear if many people or one person beating up baby or babies?? could be a new trent people beating up babies... ??"
"LN11F57WDC_CLU#039, LN11F57WDC_CLU#040",3000,Continuing,"up, down","Null, Up , Down",PUFFED-CHEEKS,NO,"you, think, feel, british, future, or, what",Single,Single,Present,post-predicate (non-reprise & clause-final),Alternative,request information,Embed,"pre-container, contained",NA,NA,"PT:PRO2SG, THINK, FEEL, BRITAIN, FUTURE03, VERY-BEST, OR, WHAT","BRITAIN, VERY-BEST, OR","you think feel, British future promising-successful or what?",Everything has changed but what are your views on the future for Britain?,
